Amount (INR),Payment Mode,To/Received By,Sender A/C,Receiver A/C,Sender Location,Receiver Location,Transaction Date,Transaction Time,isFraud
2368.81,IMPS,SBI,ACC123456,ACC379071,"Chennai, Tamil Nadu, 600001","Bengaluru, Karnataka, 560001",5/4/2024,8:41,0
194.37,IMPS,IRCTC,ACC123456,ACC757049,"Pune, Maharashtra, 411001","
",8/13/2024,13:30,0
434.46,Unknown,Zomato,ACC123456,ACC219003,"Hyderabad, Telangana, 500001","Lucknow, Uttar Pradesh, 226001",5/29/2023,12:03,1
3922.24,Unknown,Amazon India,ACC123456,ACC820997,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",6/6/2025,21:59,0
565.42,Wallet,Reliance Fresh,ACC123456,ACC290839,"Bengaluru, Karnataka, 560001","
",4/28/2023,19:49,0
3678.51,NEFT,School Fees,ACC123456,ACC938855,"Jaipur, Rajasthan, 302001","Lucknow, Uttar Pradesh, 226001",5/13/2023,5:02,0
705.0,Unknown,LIC Insurance,ACC123456,ACC707815,"Mumbai, Maharashtra, 400001","Jaipur, Rajasthan, 302001",1/30/2025,16:48,1
2109.38,Card,IRCTC,ACC123456,ACC204337,"Chennai, Tamil Nadu, 600001","Kolkata, West Bengal, 700001",7/17/2023,13:24,0
2419.32,IMPS,Ola,ACC123456,ACC372026,"Chennai, Tamil Nadu, 600001","Delhi, Delhi, 110001",4/17/2023,4:48,0
1487.56,Card,School Fees,ACC123456,ACC429585,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",11/30/2024,12:40,0
778.58,Cash Deposit,Ola,ACC123456,ACC254593,"Bengaluru, Karnataka, 560001","Kolkata, West Bengal, 700001",10/21/2023,12:08,0
528.15,UPI,Zomato,ACC123456,ACC330175,"Mumbai, Maharashtra, 400001","Pune, Maharashtra, 411001",1/8/2025,12:53,1
117.51,UPI,Ola,ACC123456,ACC453108,"Hyderabad, Telangana, 500001","Kolkata, West Bengal, 700001",12/20/2023,4:49,0
774.66,Wallet,Ola,ACC123456,ACC442341,"Ahmedabad, Gujarat, 380001","Lucknow, Uttar Pradesh, 226001",5/26/2023,8:12,0
2167.8,Cash Deposit,Paytm Wallet,ACC123456,ACC557111,"Mumbai, Maharashtra, 400001","Ahmedabad, Gujarat, 380001",11/11/2023,4:13,0
5621.1,Cash Deposit,Local Kirana,ACC123456,ACC666558,"Bengaluru, Karnataka, 560001","Chennai, Tamil Nadu, 600001",2/25/2023,13:07,0
4149.06,Card,Flipkart,ACC123456,ACC870575,"Ahmedabad, Gujarat, 380001","Mumbai, Maharashtra, 400001",3/3/2023,5:38,0
2955.42,Wallet,Local Kirana,ACC123456,ACC758215,"Hyderabad, Telangana, 500001","
",2/27/2024,7:08,0
3156.56,Cash Deposit,Rent Transfer,ACC123456,ACC761316,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",6/3/2025,5:52,1
2237.16,Unknown,Ola,ACC123456,ACC900806,"Chennai, Tamil Nadu, 600001","
",9/13/2023,1:07,0
652.99,Cash Deposit,Medical Store,ACC123456,ACC832886,"Ahmedabad, Gujarat, 380001","Pune, Maharashtra, 411001",3/9/2024,9:39,1
4804.51,Wallet,Zomato,ACC123456,ACC518920,"Chennai, Tamil Nadu, 600001","Ahmedabad, Gujarat, 380001",5/13/2025,5:15,1
2271.77,UPI,School Fees,ACC123456,ACC854371,"Chennai, Tamil Nadu, 600001","Chennai, Tamil Nadu, 600001",3/20/2024,0:07,0
1693.96,NEFT,School Fees,ACC123456,ACC305870,"Pune, Maharashtra, 411001","
",4/5/2025,23:50,1
285.28999999999996,Card,School Fees,ACC123456,ACC901552,"Chennai, Tamil Nadu, 600001","Lucknow, Uttar Pradesh, 226001",5/15/2024,5:27,0
1235.0,IMPS,Ola,ACC123456,ACC419183,"Mumbai, Maharashtra, 400001","Chennai, Tamil Nadu, 600001",4/20/2023,4:37,0
1283.7,Unknown,School Fees,ACC123456,ACC534155,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",3/28/2023,6:32,1
4048.51,Wallet,School Fees,ACC123456,ACC113288,"Ahmedabad, Gujarat, 380001","Bengaluru, Karnataka, 560001",12/7/2023,2:03,1
1632.17,Cash Deposit,SBI,ACC123456,ACC820047,"Chennai, Tamil Nadu, 600001","Bengaluru, Karnataka, 560001",3/31/2025,12:11,0
1007.36,Card,Ola,ACC123456,ACC380757,"Jaipur, Rajasthan, 302001","Hyderabad, Telangana, 500001",12/24/2023,17:55,1
7577.23,Cash Deposit,Airtel,ACC123456,ACC383487,"Jaipur, Rajasthan, 302001","Kolkata, West Bengal, 700001",9/17/2023,15:01,0
284.69,IMPS,Ola,ACC123456,ACC718049,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",2/17/2024,5:52,0
1148.26,Wallet,HDFC Bank,ACC123456,ACC829956,"Jaipur, Rajasthan, 302001","Hyderabad, Telangana, 500001",3/22/2023,11:37,0
135.87,Card,Amazon India,ACC123456,ACC231387,"Kolkata, West Bengal, 700001","
",9/30/2023,12:26,1
2743.41,Cash Deposit,Jio,ACC123456,ACC576675,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",2/21/2023,14:37,0
5053.94,Wallet,School Fees,ACC123456,ACC789972,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",9/26/2023,18:15,0
707.11,IMPS,Local Kirana,ACC123456,ACC640641,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",9/13/2023,21:45,0
3958.67,UPI,Big Bazaar,ACC123456,ACC672454,"Hyderabad, Telangana, 500001","Kolkata, West Bengal, 700001",5/28/2024,1:51,1
741.24,Unknown,PhonePe,ACC123456,ACC662937,"Hyderabad, Telangana, 500001","Delhi, Delhi, 110001",5/19/2024,20:14,0
4883.08,Card,Airtel,ACC123456,ACC353405,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",1/27/2024,19:35,0
2854.54,NEFT,Reliance Fresh,ACC123456,ACC893631,"Bengaluru, Karnataka, 560001","Bengaluru, Karnataka, 560001",5/11/2024,9:03,0
3318.56,IMPS,HDFC Bank,ACC123456,ACC661488,"Bengaluru, Karnataka, 560001","Pune, Maharashtra, 411001",3/23/2024,5:13,0
86.34,IMPS,Zomato,ACC123456,ACC507332,"Hyderabad, Telangana, 500001","Lucknow, Uttar Pradesh, 226001",9/17/2024,14:51,0
6633.45,Unknown,HDFC Bank,ACC123456,ACC581983,"Jaipur, Rajasthan, 302001","Jaipur, Rajasthan, 302001",5/23/2023,0:13,1
2644.16,IMPS,Airtel,ACC123456,ACC948993,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",2/26/2023,5:42,0
776.97,NEFT,HDFC Bank,ACC123456,ACC149617,"Lucknow, Uttar Pradesh, 226001","Lucknow, Uttar Pradesh, 226001",8/29/2023,11:43,0
3586.8,IMPS,Zomato,ACC123456,ACC980998,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",3/31/2024,0:46,0
711.24,IMPS,Zomato,ACC123456,ACC306916,"Lucknow, Uttar Pradesh, 226001","
",4/14/2025,2:34,0
4173.26,Cash Deposit,Swiggy,ACC123456,ACC291700,"Delhi, Delhi, 110001","Chennai, Tamil Nadu, 600001",12/31/2023,16:32,0
288.87,Card,Zomato,ACC123456,ACC583195,"Mumbai, Maharashtra, 400001","Chennai, Tamil Nadu, 600001",1/12/2023,17:11,0
2482.67,NEFT,HDFC Bank,ACC123456,ACC681904,"Ahmedabad, Gujarat, 380001","Pune, Maharashtra, 411001",4/29/2024,21:05,1
1606.1,Card,IRCTC,ACC123456,ACC485297,"Delhi, Delhi, 110001","Mumbai, Maharashtra, 400001",9/1/2024,12:05,0
253.03,Unknown,Local Kirana,ACC123456,ACC889101,"Ahmedabad, Gujarat, 380001","Jaipur, Rajasthan, 302001",4/16/2025,18:17,0
603.86,IMPS,Reliance Fresh,ACC123456,ACC812057,"Jaipur, Rajasthan, 302001","Kolkata, West Bengal, 700001",11/17/2024,15:42,0
74.96000000000001,Cash Deposit,LIC Insurance,ACC123456,ACC207689,"Delhi, Delhi, 110001","Mumbai, Maharashtra, 400001",3/20/2025,2:50,0
1315.11,NEFT,SBI,ACC123456,ACC398418,"Ahmedabad, Gujarat, 380001","Delhi, Delhi, 110001",10/19/2024,7:11,0
766.97,Unknown,Paytm Wallet,ACC123456,ACC771110,"Jaipur, Rajasthan, 302001","Pune, Maharashtra, 411001",4/20/2023,14:37,0
1874.39,UPI,Medical Store,ACC123456,ACC625842,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",3/7/2024,22:40,0
755.47,IMPS,Medical Store,ACC123456,ACC204838,"Pune, Maharashtra, 411001","Mumbai, Maharashtra, 400001",9/18/2024,13:01,0
763.12,IMPS,Swiggy,ACC123456,ACC879977,"Ahmedabad, Gujarat, 380001","
",6/6/2023,17:21,0
2768.86,Card,Big Bazaar,ACC123456,ACC688897,"Pune, Maharashtra, 411001","Jaipur, Rajasthan, 302001",2/21/2024,8:34,1
148.68,NEFT,Rent Transfer,ACC123456,ACC167679,"Lucknow, Uttar Pradesh, 226001","Ahmedabad, Gujarat, 380001",6/29/2024,22:32,0
4713.92,NEFT,Reliance Fresh,ACC123456,ACC144789,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",6/4/2023,16:28,0
3874.66,NEFT,Reliance Fresh,ACC123456,ACC809059,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",11/4/2023,2:13,0
2254.06,NEFT,Zomato,ACC123456,ACC478404,"Hyderabad, Telangana, 500001","Jaipur, Rajasthan, 302001",4/14/2025,5:52,0
1848.97,Unknown,Reliance Fresh,ACC123456,ACC166329,"Pune, Maharashtra, 411001","Chennai, Tamil Nadu, 600001",1/6/2025,13:57,0
4506.86,Card,Electricity Board,ACC123456,ACC625858,"Mumbai, Maharashtra, 400001","Delhi, Delhi, 110001",6/7/2024,3:25,1
459.94,UPI,Ola,ACC123456,ACC743781,"Chennai, Tamil Nadu, 600001","Mumbai, Maharashtra, 400001",5/22/2024,4:16,0
214.52,NEFT,Reliance Fresh,ACC123456,ACC722367,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",12/14/2024,9:17,1
597.59,IMPS,Reliance Fresh,ACC123456,ACC540819,"Delhi, Delhi, 110001","Chennai, Tamil Nadu, 600001",2/12/2025,23:30,1
3215.38,Unknown,Local Kirana,ACC123456,ACC814726,"Chennai, Tamil Nadu, 600001","Kolkata, West Bengal, 700001",7/5/2024,18:48,0
120.57,NEFT,Paytm Wallet,ACC123456,ACC630605,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",5/3/2025,17:09,0
1798.41,NEFT,Airtel,ACC123456,ACC980852,"Lucknow, Uttar Pradesh, 226001","Lucknow, Uttar Pradesh, 226001",3/17/2025,7:53,1
10829.78,Card,Medical Store,ACC123456,ACC318263,"Lucknow, Uttar Pradesh, 226001","Ahmedabad, Gujarat, 380001",9/23/2024,21:34,0
3921.67,Card,Zomato,ACC123456,ACC123775,"Hyderabad, Telangana, 500001","Delhi, Delhi, 110001",3/26/2024,9:59,0
1523.97,IMPS,Swiggy,ACC123456,ACC677212,"Mumbai, Maharashtra, 400001","Kolkata, West Bengal, 700001",9/25/2023,10:51,0
181.51,NEFT,School Fees,ACC123456,ACC681441,"Hyderabad, Telangana, 500001","Jaipur, Rajasthan, 302001",7/4/2023,1:54,0
3610.14,Wallet,SBI,ACC123456,ACC985102,"Jaipur, Rajasthan, 302001","
",12/26/2023,3:04,0
1877.48,Wallet,LIC Insurance,ACC123456,ACC234523,"Hyderabad, Telangana, 500001","Delhi, Delhi, 110001",2/9/2025,17:51,0
294.18,Wallet,Jio,ACC123456,ACC463319,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",6/11/2024,18:16,0
247.12,IMPS,LIC Insurance,ACC123456,ACC533071,"Kolkata, West Bengal, 700001","
",1/26/2023,19:41,0
4857.62,Cash Deposit,Amazon India,ACC123456,ACC719545,"Hyderabad, Telangana, 500001","Mumbai, Maharashtra, 400001",7/3/2023,1:18,0
2262.48,Wallet,HDFC Bank,ACC123456,ACC100550,"Ahmedabad, Gujarat, 380001","Ahmedabad, Gujarat, 380001",2/21/2023,10:50,0
3585.54,Card,Ola,ACC123456,ACC613604,"Jaipur, Rajasthan, 302001","Pune, Maharashtra, 411001",5/16/2024,14:21,0
4273.58,NEFT,Zomato,ACC123456,ACC687037,"Chennai, Tamil Nadu, 600001","Pune, Maharashtra, 411001",8/15/2023,6:50,0
1746.2,IMPS,Ola,ACC123456,ACC190484,"Pune, Maharashtra, 411001","Pune, Maharashtra, 411001",9/22/2023,12:56,0
1507.33,Card,Big Bazaar,ACC123456,ACC591868,"Chennai, Tamil Nadu, 600001","
",4/22/2023,12:40,0
1175.74,IMPS,SBI,ACC123456,ACC856000,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",3/11/2024,5:54,0
812.36,Card,Amazon India,ACC123456,ACC585700,"Ahmedabad, Gujarat, 380001","Ahmedabad, Gujarat, 380001",5/4/2024,22:42,0
1190.43,Wallet,Amazon India,ACC123456,ACC482466,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",1/29/2023,3:05,0
3023.38,Unknown,School Fees,ACC123456,ACC153782,"Lucknow, Uttar Pradesh, 226001","Mumbai, Maharashtra, 400001",6/30/2024,16:40,1
1892.22,NEFT,Ola,ACC123456,ACC361596,"Ahmedabad, Gujarat, 380001","Kolkata, West Bengal, 700001",6/12/2024,12:30,0
4510.96,IMPS,Amazon India,ACC123456,ACC865122,"Delhi, Delhi, 110001","Hyderabad, Telangana, 500001",8/14/2024,19:56,0
1221.75,Wallet,Ola,ACC123456,ACC553620,"Bengaluru, Karnataka, 560001","Ahmedabad, Gujarat, 380001",3/22/2025,8:54,0
1918.35,UPI,Reliance Fresh,ACC123456,ACC579299,"Delhi, Delhi, 110001","Hyderabad, Telangana, 500001",2/24/2023,6:33,1
2045.58,Unknown,Flipkart,ACC123456,ACC565168,"Jaipur, Rajasthan, 302001","Pune, Maharashtra, 411001",12/14/2024,18:46,0
1841.49,UPI,Paytm Wallet,ACC123456,ACC554381,"Lucknow, Uttar Pradesh, 226001","Pune, Maharashtra, 411001",4/18/2025,20:10,0
2475.58,Cash Deposit,Rent Transfer,ACC123456,ACC849265,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",11/18/2024,17:44,0
592.13,IMPS,Jio,ACC123456,ACC726421,"Chennai, Tamil Nadu, 600001","
",2/2/2023,21:27,0
1486.37,Unknown,SBI,ACC123456,ACC119341,"Ahmedabad, Gujarat, 380001","Pune, Maharashtra, 411001",1/27/2025,4:55,0
270.13,NEFT,School Fees,ACC123456,ACC529795,"Bengaluru, Karnataka, 560001","Chennai, Tamil Nadu, 600001",10/20/2023,17:39,0
1020.68,Unknown,Flipkart,ACC123456,ACC506100,"Ahmedabad, Gujarat, 380001","Ahmedabad, Gujarat, 380001",2/21/2025,6:15,0
1387.56,Unknown,Big Bazaar,ACC123456,ACC343243,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",6/7/2025,17:34,0
2162.39,Card,Local Kirana,ACC123456,ACC415858,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",7/9/2024,1:51,0
6062.82,IMPS,Medical Store,ACC123456,ACC244627,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",12/3/2023,22:40,0
1885.84,Wallet,PhonePe,ACC123456,ACC974280,"Lucknow, Uttar Pradesh, 226001","Delhi, Delhi, 110001",4/29/2025,4:17,0
2771.99,Card,Jio,ACC123456,ACC155364,"Chennai, Tamil Nadu, 600001","
",2/6/2023,22:50,0
1461.52,NEFT,Rent Transfer,ACC123456,ACC655194,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",4/30/2024,16:18,0
2060.81,NEFT,Reliance Fresh,ACC123456,ACC554698,"Chennai, Tamil Nadu, 600001","Mumbai, Maharashtra, 400001",9/18/2023,21:23,0
197.15,Wallet,LIC Insurance,ACC123456,ACC626830,"Lucknow, Uttar Pradesh, 226001","Pune, Maharashtra, 411001",12/5/2024,2:30,0
637.11,Card,Airtel,ACC123456,ACC685693,"Mumbai, Maharashtra, 400001","Bengaluru, Karnataka, 560001",10/21/2024,19:07,0
948.37,Wallet,Rent Transfer,ACC123456,ACC912677,"Lucknow, Uttar Pradesh, 226001","Ahmedabad, Gujarat, 380001",4/3/2025,19:36,1
1329.19,IMPS,Rent Transfer,ACC123456,ACC544491,"Hyderabad, Telangana, 500001","
",11/10/2023,10:30,0
143.45,Card,Flipkart,ACC123456,ACC766665,"Ahmedabad, Gujarat, 380001","Jaipur, Rajasthan, 302001",5/21/2023,8:24,0
351.7,UPI,Local Kirana,ACC123456,ACC252231,"Chennai, Tamil Nadu, 600001","Hyderabad, Telangana, 500001",10/2/2023,4:57,0
698.18,IMPS,Electricity Board,ACC123456,ACC339442,"Lucknow, Uttar Pradesh, 226001","Bengaluru, Karnataka, 560001",9/1/2023,18:50,0
7168.0,NEFT,Paytm Wallet,ACC123456,ACC572528,"Jaipur, Rajasthan, 302001","Hyderabad, Telangana, 500001",8/3/2024,6:11,1
854.98,IMPS,LIC Insurance,ACC123456,ACC883204,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",2/15/2023,3:00,0
1365.72,Card,Ola,ACC123456,ACC459196,"Lucknow, Uttar Pradesh, 226001","Ahmedabad, Gujarat, 380001",4/17/2024,13:24,0
486.56,NEFT,Rent Transfer,ACC123456,ACC164553,"Jaipur, Rajasthan, 302001","Lucknow, Uttar Pradesh, 226001",1/12/2023,17:05,1
1937.22,Card,SBI,ACC123456,ACC959094,"Delhi, Delhi, 110001","Mumbai, Maharashtra, 400001",3/5/2023,23:15,0
708.91,Cash Deposit,Jio,ACC123456,ACC593034,"Delhi, Delhi, 110001","Kolkata, West Bengal, 700001",6/6/2024,1:50,0
513.85,Wallet,Paytm Wallet,ACC123456,ACC270656,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",2/23/2024,18:20,0
1503.71,UPI,School Fees,ACC123456,ACC528897,"Pune, Maharashtra, 411001","
",4/13/2024,12:58,0
61.04,Cash Deposit,HDFC Bank,ACC123456,ACC361913,"Hyderabad, Telangana, 500001","Ahmedabad, Gujarat, 380001",3/24/2024,2:21,0
65.39,Unknown,LIC Insurance,ACC123456,ACC371178,"Jaipur, Rajasthan, 302001","Ahmedabad, Gujarat, 380001",10/3/2023,2:04,1
544.54,Unknown,Medical Store,ACC123456,ACC798702,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",12/21/2024,7:18,1
124.83,Wallet,Paytm Wallet,ACC123456,ACC146818,"Jaipur, Rajasthan, 302001","Kolkata, West Bengal, 700001",4/17/2025,18:17,1
278.64,Wallet,LIC Insurance,ACC123456,ACC388656,"Lucknow, Uttar Pradesh, 226001","Bengaluru, Karnataka, 560001",3/16/2024,13:35,0
877.58,IMPS,Amazon India,ACC123456,ACC623721,"Hyderabad, Telangana, 500001","Kolkata, West Bengal, 700001",9/28/2024,12:10,0
3294.9,Wallet,Ola,ACC123456,ACC908787,"Jaipur, Rajasthan, 302001","Delhi, Delhi, 110001",7/22/2024,16:57,0
1747.49,NEFT,Flipkart,ACC123456,ACC602605,"Hyderabad, Telangana, 500001","Lucknow, Uttar Pradesh, 226001",1/8/2024,0:23,0
1487.62,Wallet,Big Bazaar,ACC123456,ACC969991,"Delhi, Delhi, 110001","Kolkata, West Bengal, 700001",4/10/2024,12:01,0
744.83,Card,Amazon India,ACC123456,ACC447463,"Bengaluru, Karnataka, 560001","Ahmedabad, Gujarat, 380001",12/19/2024,11:29,0
5419.26,Unknown,Rent Transfer,ACC123456,ACC139147,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",3/22/2023,17:54,0
1061.73,IMPS,SBI,ACC123456,ACC845287,"Ahmedabad, Gujarat, 380001","Pune, Maharashtra, 411001",12/10/2023,16:20,1
232.24,NEFT,Airtel,ACC123456,ACC741075,"Chennai, Tamil Nadu, 600001","Lucknow, Uttar Pradesh, 226001",11/18/2024,23:08,0
1969.79,Wallet,PhonePe,ACC123456,ACC358747,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",7/8/2024,21:51,0
291.71000000000004,IMPS,Amazon India,ACC123456,ACC433501,"Hyderabad, Telangana, 500001","Kolkata, West Bengal, 700001",2/17/2024,4:27,0
896.92,Card,Amazon India,ACC123456,ACC689493,"Lucknow, Uttar Pradesh, 226001","Kolkata, West Bengal, 700001",3/18/2023,14:03,0
1466.16,Cash Deposit,SBI,ACC123456,ACC342191,"Delhi, Delhi, 110001","Delhi, Delhi, 110001",12/21/2023,21:18,0
4196.48,UPI,LIC Insurance,ACC123456,ACC509097,"Lucknow, Uttar Pradesh, 226001","Hyderabad, Telangana, 500001",1/3/2023,18:09,0
1410.65,UPI,SBI,ACC123456,ACC180268,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",1/19/2023,23:03,1
2473.06,Wallet,Electricity Board,ACC123456,ACC252575,"Chennai, Tamil Nadu, 600001","
",4/15/2024,5:13,1
9922.03,Cash Deposit,Flipkart,ACC123456,ACC312121,"Bengaluru, Karnataka, 560001","Delhi, Delhi, 110001",9/17/2024,10:56,0
331.95,UPI,HDFC Bank,ACC123456,ACC309283,"Delhi, Delhi, 110001","Chennai, Tamil Nadu, 600001",6/16/2024,20:58,0
692.43,Card,Big Bazaar,ACC123456,ACC349117,"Ahmedabad, Gujarat, 380001","Bengaluru, Karnataka, 560001",4/3/2023,4:26,0
1053.65,IMPS,SBI,ACC123456,ACC274763,"Delhi, Delhi, 110001","
",3/16/2025,11:35,1
1145.77,UPI,LIC Insurance,ACC123456,ACC798222,"Hyderabad, Telangana, 500001","Pune, Maharashtra, 411001",1/2/2023,19:11,0
1108.73,UPI,School Fees,ACC123456,ACC357088,"Bengaluru, Karnataka, 560001","Ahmedabad, Gujarat, 380001",3/24/2023,23:56,0
4813.49,Cash Deposit,Electricity Board,ACC123456,ACC418787,"Hyderabad, Telangana, 500001","Hyderabad, Telangana, 500001",7/24/2023,1:02,1
2553.76,UPI,Reliance Fresh,ACC123456,ACC956168,"Kolkata, West Bengal, 700001","
",5/10/2024,8:57,0
1922.5,Unknown,Local Kirana,ACC123456,ACC266180,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",8/21/2023,20:09,0
790.31,IMPS,Airtel,ACC123456,ACC517337,"Lucknow, Uttar Pradesh, 226001","Kolkata, West Bengal, 700001",8/7/2023,13:22,0
3522.16,Cash Deposit,HDFC Bank,ACC123456,ACC952656,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",5/6/2025,23:05,1
6254.88,UPI,Rent Transfer,ACC123456,ACC307239,"Pune, Maharashtra, 411001","Mumbai, Maharashtra, 400001",4/10/2025,17:05,0
3492.96,UPI,Local Kirana,ACC123456,ACC249986,"Mumbai, Maharashtra, 400001","
",6/7/2023,11:49,0
53.13,IMPS,Medical Store,ACC123456,ACC286846,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",4/24/2024,9:13,0
2073.41,UPI,SBI,ACC123456,ACC109440,"Lucknow, Uttar Pradesh, 226001","Bengaluru, Karnataka, 560001",12/12/2023,4:26,0
154.98000000000002,Wallet,HDFC Bank,ACC123456,ACC449055,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",7/18/2023,18:35,0
645.75,Unknown,HDFC Bank,ACC123456,ACC273103,"Lucknow, Uttar Pradesh, 226001","Bengaluru, Karnataka, 560001",7/14/2024,9:11,0
172.74,Card,Medical Store,ACC123456,ACC412458,"Bengaluru, Karnataka, 560001","Delhi, Delhi, 110001",2/18/2023,10:21,0
1901.65,UPI,Airtel,ACC123456,ACC378364,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",1/4/2024,14:39,1
2370.49,NEFT,SBI,ACC123456,ACC928954,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",7/7/2023,23:52,0
293.18,NEFT,Paytm Wallet,ACC123456,ACC736977,"Mumbai, Maharashtra, 400001","Lucknow, Uttar Pradesh, 226001",2/13/2023,15:40,1
1018.49,Unknown,Ola,ACC123456,ACC939654,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",4/13/2023,14:49,0
1268.48,Wallet,School Fees,ACC123456,ACC273783,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",12/22/2024,14:43,0
971.07,Unknown,Big Bazaar,ACC123456,ACC439484,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",1/4/2025,19:23,0
308.0,Cash Deposit,HDFC Bank,ACC123456,ACC275011,"Bengaluru, Karnataka, 560001","
",3/26/2023,21:08,0
1135.83,Cash Deposit,Zomato,ACC123456,ACC894156,"Kolkata, West Bengal, 700001","
",6/11/2023,13:48,0
2832.04,NEFT,Local Kirana,ACC123456,ACC351436,"Mumbai, Maharashtra, 400001","Bengaluru, Karnataka, 560001",6/2/2025,23:59,0
197.31,Cash Deposit,Zomato,ACC123456,ACC797080,"Hyderabad, Telangana, 500001","Pune, Maharashtra, 411001",2/2/2023,14:18,0
217.15,UPI,Flipkart,ACC123456,ACC366175,"Ahmedabad, Gujarat, 380001","Bengaluru, Karnataka, 560001",5/14/2025,4:29,1
926.3,NEFT,SBI,ACC123456,ACC593957,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",11/13/2024,2:03,0
5735.19,Wallet,Swiggy,ACC123456,ACC828913,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",12/7/2024,18:07,1
2258.69,Cash Deposit,Amazon India,ACC123456,ACC571431,"Pune, Maharashtra, 411001","Ahmedabad, Gujarat, 380001",2/16/2023,16:39,1
2320.57,UPI,Swiggy,ACC123456,ACC577534,"Lucknow, Uttar Pradesh, 226001","Mumbai, Maharashtra, 400001",10/3/2024,19:58,0
948.58,Card,Jio,ACC123456,ACC996939,"Mumbai, Maharashtra, 400001","Pune, Maharashtra, 411001",2/17/2025,7:58,1
1851.13,IMPS,Jio,ACC123456,ACC763692,"Mumbai, Maharashtra, 400001","Ahmedabad, Gujarat, 380001",3/14/2023,1:03,0
70.37,Wallet,Zomato,ACC123456,ACC523438,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",8/7/2024,13:58,0
2071.73,IMPS,LIC Insurance,ACC123456,ACC204838,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",5/3/2024,8:02,0
4940.3,Card,Flipkart,ACC123456,ACC265878,"Bengaluru, Karnataka, 560001","Bengaluru, Karnataka, 560001",11/9/2024,6:36,0
1946.46,Cash Deposit,Zomato,ACC123456,ACC328444,"Pune, Maharashtra, 411001","
",1/3/2023,12:31,0
4188.17,UPI,Big Bazaar,ACC123456,ACC751215,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",6/14/2023,20:22,0
2624.51,NEFT,Flipkart,ACC123456,ACC340486,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",5/14/2023,12:11,0
306.94,Wallet,Paytm Wallet,ACC123456,ACC130210,"Hyderabad, Telangana, 500001","
",10/4/2024,5:42,0
4704.85,Unknown,Amazon India,ACC123456,ACC809900,"Pune, Maharashtra, 411001","Mumbai, Maharashtra, 400001",12/5/2023,3:04,0
187.51,UPI,LIC Insurance,ACC123456,ACC154455,"Jaipur, Rajasthan, 302001","Jaipur, Rajasthan, 302001",2/17/2023,11:15,1
